Name,Phone_1,Phone_2,Phone_3,Email,Location,Governorate,Country,About,Website,URL,Facebook,Instagram,LinkedIn,Twitter,YouTube
That Al Salasil - Airport Show Room - Airport,+965 3333333,,,,"home,Egaila",Al-Ahmadi Governorate,Kuwait,"Recognized experience in Brand Management since 1972 Located in Kuwait, our company specializes in different business sectors ranging from retail, printing and publishing, to travel and tourism with a presence in the airport, shopping malls, and major hotels all over the country.",http://www.thatalsalasil.com.kw/,https://kuwaitlocal.com/business/that-al-salasil-airport-show-room-airport-10,https://www.facebook.com/thatalsalasilbookstore,https://instagram.com/thatalsalasil,,https://twitter.com/thatalsalasil,https://www.youtube.com/watch?v=UfgBefG46s17
That Al Salasil - Airport Show Room - Airport 3,,,,,"Bookshop,Safir Airport Hotel,Egaila",Al-Ahmadi Governorate,Kuwait,"Recognized experience in Brand Management since 1972 Located in Kuwait, our company specializes in different business sectors ranging from retail, printing and publishing, to travel and tourism with a presence in the airport, shopping malls, and major hotels all over the country.",http://www.thatalsalasil.com.kw/,https://kuwaitlocal.com/business/that-al-salasil-airport-show-room-airport-3,https://www.facebook.com/thatalsalasilbookstore,https://instagram.com/thatalsalasil,,https://twitter.com/thatalsalasil,https://www.youtube.com/watch?v=UfgBefG46s10
That Al Salasil - Fashion And Accessories - Airport,,,,,"Furla,Al Sawani Center,Egaila",Al-Ahmadi Governorate,Kuwait,"Recognized experience in Brand Management since 1972 Located in Kuwait, our company specializes in different business sectors ranging from retail, printing and publishing, to travel and tourism with a presence in the airport, shopping malls, and major hotels all over the country.",http://www.thatalsalasil.com.kw/,https://kuwaitlocal.com/business/that-al-salasil-fashion-and-accessories-airport,https://www.facebook.com/thatalsalasilbookstore,https://instagram.com/thatalsalasil,,https://twitter.com/thatalsalasil,https://www.youtube.com/watch?v=UfgBefG46s19
That Al Salasil - Fashion And Accessories - Salmiya,,,,,"Al Sawani Center,Marina Mall,Salmiya",Hawalli Governorate,Kuwait,"Recognized experience in Brand Management since 1972 Located in Kuwait, our company specializes in different business sectors ranging from retail, printing and publishing, to travel and tourism with a presence in the airport, shopping malls, and major hotels all over the country.",http://www.thatalsalasil.com.kw/,https://kuwaitlocal.com/business/that-al-salasil-fashion-and-accessories-salmiya,https://www.facebook.com/thatalsalasilbookstore,https://instagram.com/thatalsalasil,,https://twitter.com/thatalsalasil,https://www.youtube.com/watch?v=UfgBefG46s24
That Al Salasil - Fashion And Accessories - Al Rai 2,,,,,"EdHardy,Avenues Mall,Al-Rai",Al Farwaniyah Governorate,Kuwait,"Recognized experience in Brand Management since 1972 Located in Kuwait, our company specializes in different business sectors ranging from retail, printing and publishing, to travel and tourism with a presence in the airport, shopping malls, and major hotels all over the country.",http://www.thatalsalasil.com.kw/,https://kuwaitlocal.com/business/that-al-salasil-fashion-and-accessories-al-rai-2,https://www.facebook.com/thatalsalasilbookstore,https://instagram.com/thatalsalasil,,https://twitter.com/thatalsalasil,https://www.youtube.com/watch?v=UfgBefG46s21
That Al Salasil - Fashion And Accessories - Al Rai 1,,,,,"Hackett,Avenues Mall,Al-Rai",Al Farwaniyah Governorate,Kuwait,"Recognized experience in Brand Management since 1972 Located in Kuwait, our company specializes in different business sectors ranging from retail, printing and publishing, to travel and tourism with a presence in the airport, shopping malls, and major hotels all over the country.",http://www.thatalsalasil.com.kw/,https://kuwaitlocal.com/business/that-al-salasil-fashion-and-accessories-al-rai-1,https://www.facebook.com/thatalsalasilbookstore,https://instagram.com/thatalsalasil,,https://twitter.com/thatalsalasil,https://www.youtube.com/watch?v=UfgBefG46s20
That Al Salasil - Fashion And Accessories - Kuwait City,,,,,"Al Sawani Center,Ministry Complex,Kuwait City",Capital Governorate,Kuwait,"Recognized experience in Brand Management since 1972 Located in Kuwait, our company specializes in different business sectors ranging from retail, printing and publishing, to travel and tourism with a presence in the airport, shopping malls, and major hotels all over the country.",http://www.thatalsalasil.com.kw/,https://kuwaitlocal.com/business/that-al-salasil-fashion-and-accessories-kuwait-city-2,https://www.facebook.com/thatalsalasilbookstore,https://instagram.com/thatalsalasil,,https://twitter.com/thatalsalasil,https://www.youtube.com/watch?v=UfgBefG46s25
That Al Salasil - Book Shop - Salhiya,,,,,"Salhiya,Salhiya",Capital Governorate,Kuwait,"Recognized experience in Brand Management since 1972 Located in Kuwait, our company specializes in different business sectors ranging from retail, printing and publishing, to travel and tourism with a presence in the airport, shopping malls, and major hotels all over the country.",http://www.thatalsalasil.com.kw/,https://kuwaitlocal.com/business/that-al-salasil-book-shop-salhiya-2,https://www.facebook.com/thatalsalasilbookstore,https://instagram.com/thatalsalasil,,https://twitter.com/thatalsalasil,https://www.youtube.com/watch?v=UfgBefG46s29
That Al Salasil - Book Shop - Kuwait City 1,,,,,"Ministry Complex,Kuwait City",Capital Governorate,Kuwait,"Recognized experience in Brand Management since 1972 Located in Kuwait, our company specializes in different business sectors ranging from retail, printing and publishing, to travel and tourism with a presence in the airport, shopping malls, and major hotels all over the country.",http://www.thatalsalasil.com.kw/,https://kuwaitlocal.com/business/that-al-salasil-book-shop-kuwait-city-1-1,https://www.facebook.com/thatalsalasilbookstore,https://instagram.com/thatalsalasil,,https://twitter.com/thatalsalasil,https://www.youtube.com/watch?v=UfgBefG46s30
That Al Salasil - Fashion And Accessories - Hawally,,,,,"Al Sawani Center,Mohallab Mall,Hawally",Hawalli Governorate,Kuwait,"Recognized experience in Brand Management since 1972 Located in Kuwait, our company specializes in different business sectors ranging from retail, printing and publishing, to travel and tourism with a presence in the airport, shopping malls, and major hotels all over the country.",http://www.thatalsalasil.com.kw/,https://kuwaitlocal.com/business/that-al-salasil-fashion-and-accessories-hawally,https://www.facebook.com/thatalsalasilbookstore,https://instagram.com/thatalsalasil,,https://twitter.com/thatalsalasil,https://www.youtube.com/watch?v=UfgBefG46s26
That Al Salasil - Fashion And Accessories - Kuwait City 2,,,,,"Al Sawani Center,Al Muthana Complex, Salhiya Road,Kuwait City",Capital Governorate,Kuwait,"Recognized experience in Brand Management since 1972 Located in Kuwait, our company specializes in different business sectors ranging from retail, printing and publishing, to travel and tourism with a presence in the airport, shopping malls, and major hotels all over the country.",http://www.thatalsalasil.com.kw/,https://kuwaitlocal.com/business/that-al-salasil-fashion-and-accessories-kuwait-city-2-1,https://www.facebook.com/thatalsalasilbookstore,https://instagram.com/thatalsalasil,,https://twitter.com/thatalsalasil,https://www.youtube.com/watch?v=UfgBefG46s27
That Al Salasil - Fashion And Accessories - Al Rai 3,,,,,"Rocobarrocco Corner,Avenues Mall,Al-Rai",Al Farwaniyah Governorate,Kuwait,"Recognized experience in Brand Management since 1972 Located in Kuwait, our company specializes in different business sectors ranging from retail, printing and publishing, to travel and tourism with a presence in the airport, shopping malls, and major hotels all over the country.",http://www.thatalsalasil.com.kw/,https://kuwaitlocal.com/business/that-al-salasil-fashion-and-accessories-al-rai-3,https://www.facebook.com/thatalsalasilbookstore,https://instagram.com/thatalsalasil,,https://twitter.com/thatalsalasil,https://www.youtube.com/watch?v=UfgBefG46s22
That Al Salasil - Book Shop - Kuwait City,,,,,"Chairman's Club,Kuwait City",Capital Governorate,Kuwait,"Recognized experience in Brand Management since 1972 Located in Kuwait, our company specializes in different business sectors ranging from retail, printing and publishing, to travel and tourism with a presence in the airport, shopping malls, and major hotels all over the country.",http://www.thatalsalasil.com.kw/,https://kuwaitlocal.com/business/that-al-salasil-book-shop-kuwait-city-5,https://www.facebook.com/thatalsalasilbookstore,https://instagram.com/thatalsalasil,,https://twitter.com/thatalsalasil,https://www.youtube.com/watch?v=UfgBefG46s32
That Al Salasil - Book Shop - Farwaniya,,,,,"Crown Plaza,Farwaniya",Al Farwaniyah Governorate,Kuwait,"Recognized experience in Brand Management since 1972 Located in Kuwait, our company specializes in different business sectors ranging from retail, printing and publishing, to travel and tourism with a presence in the airport, shopping malls, and major hotels all over the country.",http://www.thatalsalasil.com.kw/,https://kuwaitlocal.com/business/that-al-salasil-book-shop-farwaniya,https://www.facebook.com/thatalsalasilbookstore,https://instagram.com/thatalsalasil,,https://twitter.com/thatalsalasil,https://www.youtube.com/watch?v=UfgBefG46s31
That Al Salasil - Book Shop - Salmiya,,,,,Salmiya,Hawalli Governorate,Kuwait,"Recognized experience in Brand Management since 1972 Located in Kuwait, our company specializes in different business sectors ranging from retail, printing and publishing, to travel and tourism with a presence in the airport, shopping malls, and major hotels all over the country.",http://www.thatalsalasil.com.kw/,https://kuwaitlocal.com/business/that-al-salasil-book-shop-salmiya-4,https://www.facebook.com/thatalsalasilbookstore,https://instagram.com/thatalsalasil,,https://twitter.com/thatalsalasil,https://www.youtube.com/watch?v=UfgBefG46s28
That Al Salasil - Book Shop - Samiya 3,,,,,"Marina Hotel,Salmiya",Hawalli Governorate,Kuwait,"Recognized experience in Brand Management since 1972 Located in Kuwait, our company specializes in different business sectors ranging from retail, printing and publishing, to travel and tourism with a presence in the airport, shopping malls, and major hotels all over the country.",http://www.thatalsalasil.com.kw/,https://kuwaitlocal.com/business/that-al-salasil-book-shop-samiya-3,https://www.facebook.com/thatalsalasilbookstore,https://instagram.com/thatalsalasil,,https://twitter.com/thatalsalasil,https://www.youtube.com/watch?v=UfgBefG46s34
That Al Salasil - Book Shop - Salmiya 4,,,,,"Movenpick Hotel,Salmiya",Hawalli Governorate,Kuwait,"Recognized experience in Brand Management since 1972 Located in Kuwait, our company specializes in different business sectors ranging from retail, printing and publishing, to travel and tourism with a presence in the airport, shopping malls, and major hotels all over the country.",http://www.thatalsalasil.com.kw/,https://kuwaitlocal.com/business/that-al-salasil-book-shop-salmiya-4-1,https://www.facebook.com/thatalsalasilbookstore,https://instagram.com/thatalsalasil,,https://twitter.com/thatalsalasil,https://www.youtube.com/watch?v=UfgBefG46s36
That Al Salasil - Dining - Salmiya 1,,,,,"Al Beda,Salmiya",Hawalli Governorate,Kuwait,"Recognized experience in Brand Management since 1972 Located in Kuwait, our company specializes in different business sectors ranging from retail, printing and publishing, to travel and tourism with a presence in the airport, shopping malls, and major hotels all over the country.",http://www.thatalsalasil.com.kw/,https://kuwaitlocal.com/business/that-al-salasil-dining-salmiya-1,https://www.facebook.com/thatalsalasilbookstore,https://instagram.com/thatalsalasil,,https://twitter.com/thatalsalasil,https://www.youtube.com/watch?v=UfgBefG46s41
That Al Salasil - Book Shop - Salmiya 2,,,,,"Holiday Inn,Salmiya",Hawalli Governorate,Kuwait,"Recognized experience in Brand Management since 1972 Located in Kuwait, our company specializes in different business sectors ranging from retail, printing and publishing, to travel and tourism with a presence in the airport, shopping malls, and major hotels all over the country.",http://www.thatalsalasil.com.kw/,https://kuwaitlocal.com/business/that-al-salasil-book-shop-salmiya-2-1,https://www.facebook.com/thatalsalasilbookstore,https://instagram.com/thatalsalasil,,https://twitter.com/thatalsalasil,https://www.youtube.com/watch?v=UfgBefG46s33
That Al Salasil - Book Shop - Kuwait City 2,,,,,"Courtyard by Marriot,Kuwait City",Capital Governorate,Kuwait,"Recognized experience in Brand Management since 1972 Located in Kuwait, our company specializes in different business sectors ranging from retail, printing and publishing, to travel and tourism with a presence in the airport, shopping malls, and major hotels all over the country.",http://www.thatalsalasil.com.kw/,https://kuwaitlocal.com/business/that-al-salasil-book-shop-kuwait-city-2-1,https://www.facebook.com/thatalsalasilbookstore,https://instagram.com/thatalsalasil,,https://twitter.com/thatalsalasil,https://www.youtube.com/watch?v=UfgBefG46s35
That Al Salasil - Book Shop - Shuwailkh,,,,,"Free Trade Zone,Shuwaikh",Capital Governorate,Kuwait,"Recognized experience in Brand Management since 1972 Located in Kuwait, our company specializes in different business sectors ranging from retail, printing and publishing, to travel and tourism with a presence in the airport, shopping malls, and major hotels all over the country.",http://www.thatalsalasil.com.kw/,https://kuwaitlocal.com/business/that-al-salasil-book-shop-shuwailkh,https://www.facebook.com/thatalsalasilbookstore,https://instagram.com/thatalsalasil,,https://twitter.com/thatalsalasil,https://www.youtube.com/watch?v=UfgBefG46s38
Qatar Airways - Kuwait City 1,+965 24332332,,,,"Mezzanine Floor, Rakan Tower, Fahad Al Salem Street,Kuwait City",Capital Governorate,Kuwait,"n a relatively short time, Qatar Airways has grown to more than 140 destinations worldwide, offering unmatched levels of service excellence that have helped excel the award-winning carrier to become best in the world. Voted Airline of the Year 2011 and in 2012 in the prestigious Skytrax industry audit, Qatar Airways has won the confidence of the travelling public. Travel by air has reached the point where it is now taken for granted in all corners of the globe. With a larger number of passeng...",http://www.qatarairways.com/,https://kuwaitlocal.com/business/qatar-airways-kuwait-city-1,https://www.facebook.com/qatarairways,https://www.instagram.com/qatarairways/,https://www.linkedin.com/company/10834,https://twitter.com/qatarairways,https://www.youtube.com/user/qatarairways
That Al Salasil - Dining - Salmiya 2,,,,,"Marina Cresent,Salmiya",Hawalli Governorate,Kuwait,"Recognized experience in Brand Management since 1972 Located in Kuwait, our company specializes in different business sectors ranging from retail, printing and publishing, to travel and tourism with a presence in the airport, shopping malls, and major hotels all over the country.",http://www.thatalsalasil.com.kw/,https://kuwaitlocal.com/business/that-al-salasil-dining-salmiya-2,https://www.facebook.com/thatalsalasilbookstore,https://instagram.com/thatalsalasil,,https://twitter.com/thatalsalasil,https://www.youtube.com/watch?v=UfgBefG46s42
That Al Salasil - Book Shop - Al Rai,,,,,"Crown Plaza Farwaniya Kuwait,Al-Rai",Al Farwaniyah Governorate,Kuwait,"Recognized experience in Brand Management since 1972 Located in Kuwait, our company specializes in different business sectors ranging from retail, printing and publishing, to travel and tourism with a presence in the airport, shopping malls, and major hotels all over the country.",http://www.thatalsalasil.com.kw/,https://kuwaitlocal.com/business/that-al-salasil-book-shop-al-rai-1,https://www.facebook.com/thatalsalasilbookstore,https://instagram.com/thatalsalasil,,https://twitter.com/thatalsalasil,https://www.youtube.com/watch?v=UfgBefG46s40
Al Marwa Hajj & Umrah Services Co - Kuwait City,+96597174396,,,,"3rd Floor,Above Boubyan Bank,Al Jon Tower,Fahed Al Salem Street,Kuwait City",Capital Governorate,Kuwait,Al Marwa Hajj & Umrah Services Company is located in Kuwait.,http://www.almarwaco.com/,https://kuwaitlocal.com/business/al-marwa-hajj-umrah-services-co-kuwait-city,,,,,
That Al Salasil - Book Shop - Kaifan,,,,,"Kaifan Stadium,Kaifan",Capital Governorate,Kuwait,"Recognized experience in Brand Management since 1972 Located in Kuwait, our company specializes in different business sectors ranging from retail, printing and publishing, to travel and tourism with a presence in the airport, shopping malls, and major hotels all over the country.",http://www.thatalsalasil.com.kw/,https://kuwaitlocal.com/business/that-al-salasil-book-shop-kaifan,https://www.facebook.com/thatalsalasilbookstore,https://instagram.com/thatalsalasil,,https://twitter.com/thatalsalasil,https://www.youtube.com/watch?v=UfgBefG46s39
That Al Salasil - Book Shop - Kuwait City 3,,,,,"Sheraton Hotel and Tower,Kuwait City",Capital Governorate,Kuwait,"Recognized experience in Brand Management since 1972 Located in Kuwait, our company specializes in different business sectors ranging from retail, printing and publishing, to travel and tourism with a presence in the airport, shopping malls, and major hotels all over the country.",http://www.thatalsalasil.com.kw/,https://kuwaitlocal.com/business/that-al-salasil-book-shop-kuwait-city-3-1,https://www.facebook.com/thatalsalasilbookstore,https://instagram.com/thatalsalasil,,https://twitter.com/thatalsalasil,https://www.youtube.com/watch?v=UfgBefG46s37
Musaad Al-Saleh Travel Company - Fahaheel,+965 23926043,,,,Fahaheel,Al-Ahmadi Governorate,Kuwait,"Musaad Al-Saleh Travel Company(Close to You) ,we are the first travel agency operated in kuwait(Since 1951), our annual turnover is 10 Million Kuwaiti Dinar, MSTC is a sister company of Musaad Al-Saleh Group of companies that are leaders in their respective field. MSTC is one of the oldest companies in kuwait, with limited liability and a capital of 1,5 Million Kuwaiti",http://www.msstravel.net/,https://kuwaitlocal.com/business/musaad-al-saleh-travel-company-fahaheel,https://www.facebook.com/musaad.alsaleh.travel/,https://www.instagram.com/musaad.alsaleh.travel/?hl=en,,,
Ramsis Travels Cmpany - Farwaniya 1,+965 24729189,,,,"Nomas,Al Multaqa Tower,5th Floor,Farwaniya",Al Farwaniyah Governorate,Kuwait,"Ramses travels isn,t a traditional company but it,s an edifice that has flourished and grown up by honest. This huge tower was built on a block of clarity and the other of transparency .All of this leads to more success results in having 5 branches all over Kuwait through very short time. That means there was hard work, patience to build and desire to harvest. People`s trust was the ladder that Ramses travels used to step up towards the glory. As a result it has ascended to a very high positi...",http://ramsistrvl.com/,https://kuwaitlocal.com/business/ramsis-travels-cmpany-farwaniya-1,https://www.facebook.com/pages/RAMSIS-TRAVEL-CO-KUWAIT/161213194083467,,,,
Al Hadi Travel & Umrah - Khaitan,+96555844624,,,,"Block 9,Street 22,Office 2,Mezzanine Floor,Al Muhairy Commercial Complex,South Khaitan",Al Farwaniyah Governorate,Kuwait,"Al Hadi Travel & Umrah Services We Have following Facilities: 1.Bus Goes Every Wednesday & Thursday Block 9, Street 22,Office # 2, Mezzanine Floor, Al Muhairy Commercial Complex, Old Khaitan. (Near round about Khaitan Police Station,Behind Jamiah Khaitan) and Kuwait City 2. 4 Star Hotel In Makkkah 3. Building in Madina 5 mints walk to Haram. 4. Visa & hotel services available for private cars. 5. GMC Car With Driver is also availabe. 6. VIP SERVICE AVAILABLE GMC WITH DRIVER. 7. 45 KD Per Head...",http://www.alhaditravelumrah.com/,https://kuwaitlocal.com/business/al-hadi-travel-umrah-khaitan,,,,,
Ramsis Travels Cmpany - Qurtuba,+965 25355747,,,,Qurtuba,Hawalli Governorate,Kuwait,"Ramses travels isn,t a traditional company but it,s an edifice that has flourished and grown up by honest. This huge tower was built on a block of clarity and the other of transparency .All of this leads to more success results in having 5 branches all over Kuwait through very short time. That means there was hard work, patience to build and desire to harvest. People`s trust was the ladder that Ramses travels used to step up towards the glory. As a result it has ascended to a very high positi...",http://ramsistrvl.com/,https://kuwaitlocal.com/business/ramsis-travels-cmpany-qurtuba,https://www.facebook.com/pages/RAMSIS-TRAVEL-CO-KUWAIT/161213194083467,,,,
Musaad Al-Saleh Travel Company - Al Soor,+965 22455259,,,,"Al Soor,Kuwait City",Capital Governorate,Kuwait,"Musaad Al-Saleh Travel Company(Close to You) ,we are the first travel agency operated in kuwait(Since 1951), our annual turnover is 10 Million Kuwaiti Dinar, MSTC is a sister company of Musaad Al-Saleh Group of companies that are leaders in their respective field. MSTC is one of the oldest companies in kuwait, with limited liability and a capital of 1,5 Million Kuwaiti",http://www.msstravel.net/,https://kuwaitlocal.com/business/musaad-al-saleh-travel-company-al-soor,https://www.facebook.com/musaad.alsaleh.travel/,https://www.instagram.com/musaad.alsaleh.travel/?hl=en,,,
Ramsis Travels Cmpany - Farwaniya 2,+965 24737378,,,,Farwaniya,Al Farwaniyah Governorate,Kuwait,"Ramses travels isn,t a traditional company but it,s an edifice that has flourished and grown up by honest. This huge tower was built on a block of clarity and the other of transparency .All of this leads to more success results in having 5 branches all over Kuwait through very short time. That means there was hard work, patience to build and desire to harvest. People`s trust was the ladder that Ramses travels used to step up towards the glory. As a result it has ascended to a very high positi...",http://ramsistrvl.com/,https://kuwaitlocal.com/business/ramsis-travels-cmpany-farwaniya-2,https://www.facebook.com/pages/RAMSIS-TRAVEL-CO-KUWAIT/161213194083467,,,,
Ramsis Travels Cmpany - Hateen,+96597232595,,,,Hateen,Hawalli Governorate,Kuwait,"Ramses travels isn,t a traditional company but it,s an edifice that has flourished and grown up by honest. This huge tower was built on a block of clarity and the other of transparency .All of this leads to more success results in having 5 branches all over Kuwait through very short time. That means there was hard work, patience to build and desire to harvest. People`s trust was the ladder that Ramses travels used to step up towards the glory. As a result it has ascended to a very high positi...",http://ramsistrvl.com/,https://kuwaitlocal.com/business/ramsis-travels-cmpany-hateen,https://www.facebook.com/pages/RAMSIS-TRAVEL-CO-KUWAIT/161213194083467,,,,
Ramsis Travels Cmpany - Bayan,+965 25385760,,,,Bayan,Hawalli Governorate,Kuwait,"Ramses travels isn,t a traditional company but it,s an edifice that has flourished and grown up by honest. This huge tower was built on a block of clarity and the other of transparency .All of this leads to more success results in having 5 branches all over Kuwait through very short time. That means there was hard work, patience to build and desire to harvest. People`s trust was the ladder that Ramses travels used to step up towards the glory. As a result it has ascended to a very high positi...",http://ramsistrvl.com/,https://kuwaitlocal.com/business/ramsis-travels-cmpany-bayan,https://www.facebook.com/pages/RAMSIS-TRAVEL-CO-KUWAIT/161213194083467,,,,
Musaad Al-Saleh Travel Company - Kuwait City,+965 22405711,,,,"Alqiblah Salhiya Street Block 11 Building No 9 Sulaiman Alluhaib ,Kuwait City",Capital Governorate,Kuwait,"Musaad Al-Saleh Travel Company(Close to You) ,we are the first travel agency operated in kuwait(Since 1951), our annual turnover is 10 Million Kuwaiti Dinar, MSTC is a sister company of Musaad Al-Saleh Group of companies that are leaders in their respective field. MSTC is one of the oldest companies in kuwait, with limited liability and a capital of 1,5 Million Kuwaiti",http://www.mmstravel.net/,https://kuwaitlocal.com/business/musaad-al-saleh-travel-company-kuwait-city,https://www.facebook.com/mssholidays/info/?entry_point=page_nav_about_item&tab=page_info,,,,
Jumbo Travels - Khaitan,+965 24716463,,,,"Faiza Centre,Opposite Gulf Mart & Wafi Complex,Abraq Khaitan",Al Farwaniyah Governorate,Kuwait,"Jumbo Travel, a share holding company, is one of the largest and most progressive travel management companies in Kuwait . Originally established in the 1970s, Jumbo Travel has 35 years of experience in providing a wide range of travel services for both corporate and individual customers. We work with the best service providers looking for the most innovative products and best value for money.Traveling for Business, Leisure, Adventure or Medicals ? Jumbo will bring a personal touch to its serv...",http://www.jumbotravels.com/,https://kuwaitlocal.com/business/jumbo-travels-khaitan,https://www.facebook.com/JumboTravelKuwait,http://instagram.com/jumbotravels,,https://twitter.com/JumboTravelskw,
Qatar Airways - Kuwait City 2,,,,,"Rakkan Tower, Fahad Al Salem Street,Floor No.14,Kuwait City",Capital Governorate,Kuwait,"n a relatively short time, Qatar Airways has grown to more than 140 destinations worldwide, offering unmatched levels of service excellence that have helped excel the award-winning carrier to become best in the world. Voted Airline of the Year 2011 and in 2012 in the prestigious Skytrax industry audit, Qatar Airways has won the confidence of the travelling public. Travel by air has reached the point where it is now taken for granted in all corners of the globe. With a larger number of passeng...",http://www.qatarairways.com/,https://kuwaitlocal.com/business/qatar-airways-kuwait-city-2,https://www.facebook.com/qatarairways,https://www.instagram.com/qatarairways/,https://www.linkedin.com/company/10834,https://twitter.com/qatarairways,https://www.youtube.com/user/qatarairways
